730618.166667, -2.06856, -1.195
730618.208333, -1.97277, -1.31158
730618.25, -1.87698, -1.13671
730618.291667, -1.97277, -1.25329
730618.333333, -1.49376, -1.25329
730618.375, -1.58957, -1.25329
730618.416667, -1.49376, -1.02012
730618.458333, -1.39794, -0.728673
730618.5, -1.39794, -0.32064
730618.541667, -1.49376, -0.32064
730618.583333, -1.39794, -0.728673
730618.625, -1.39794, -1.07841
730618.666667, -1.39794, -1.36987
730618.708333, -1.30211, -1.42816
730618.75, -1.30211, -1.42816
730618.791667, -1.49376, -1.02012
730618.833333, -1.78118, -1.25329
730618.875, -1.87698, -1.42816
730618.916667, -1.87698, -1.36987
730618.958333, -2.16434, -1.02012
730619.0, -1.97277, -1.02012
730619.041667, -1.97277, -1.07841
730619.083333, -2.06856, -1.07841
730619.125, -1.97277, -1.07841
730619.166667, -2.06856, -1.02012
730619.208333, -2.06856, -0.961834
730619.25, -1.97277, -0.728673
730619.291667, -1.97277, -0.670382
730619.333333, -1.97277, -0.26235
730619.375, -2.16434, -0.32064
730619.416667, -2.16434, 0.0291021
730619.458333, -2.06856, 0.437135
730619.5, -2.06856, 0.553715
730619.541667, -2.16434, 0.728587
730619.583333, -2.35589, 0.378844
730619.625, -2.26012, -0.145769
730619.666667, -2.35589, -0.26235
730619.708333, -2.26012, -0.612092
730619.75, -2.26012, -0.553802
730619.791667, -2.35589, -0.145769
730619.833333, -2.26012, 0.203973
730619.875, -2.45165, 0.262264
730619.916667, -2.45165, 0.670296
730619.958333, -2.45165, 0.845167
730620.0, -2.35589, 1.02004
730620.041667, -2.26012, 0.437135
730620.083333, -2.26012, -0.961834
730620.125, -2.35589, -0.37893
730620.166667, -2.35589, -0.495511
730620.208333, -2.35589, 0.495425
730620.25, -2.26012, 0.0291021
730620.291667, -2.35589, 0.320554
730620.333333, -2.35589, 0.961748
730620.375, -2.26012, 0.320554
730620.416667, -2.16434, 0.145683
730620.458333, -2.16434, 0.437135
730620.5, -2.16434, 1.13662
730620.541667, -2.16434, 0.961748
730620.583333, -2.16434, 0.961748
730620.625, -2.16434, 0.961748
730620.666667, -2.16434, 0.670296
730620.708333, -2.06856, 0.262264
730620.75, -2.06856, 0.612006
730620.791667, -2.16434, 0.728587
730620.833333, -2.06856, 0.786877
730620.875, -2.06856, 0.612006
730620.916667, -2.06856, 0.437135
730620.958333, -2.35589, 0.553715
