730615.75, -1.64538, -1.29132, -0.381629868579, 0.794462527791 
730615.791667, -1.64538, -1.23614, -0.536854893053, 0.736703106584 
730615.833333, -1.68042, -0.0221121, -0.689168003136, 0.671826340677 
730615.875, -1.68042, 0.750452, -0.836953963603, 0.60124777384 
730615.916667, -1.68042, 1.30228, -0.978696842345, 0.526471461772 
730615.958333, -1.66874, 1.9093, -1.11299680375, 0.449055367605 
730616.0, -1.68042, 1.88171, -1.23860022277, 0.37055158887 
730616.041667, -1.64538, 1.20571, -1.35442266988, 0.292511802387 
730616.083333, -1.62201, 0.446945, -1.45957162392, 0.216456885749 
730616.125, -1.65706, -0.270436, -1.55336257074, 0.143652840728 
730616.166667, -1.64538, -1.08439, -1.6353268099, 0.0752645415722 
730616.208333, -1.62201, -1.33271, -1.70521077624, 0.0123435229524 
730616.25, -1.64538, -1.38789, -1.76298857226, -0.0442306548915 
730616.291667, -1.65706, -1.30512, -1.80882912052, -0.0938184659173 
730616.333333, -1.64538, -0.808472, -1.8431199975, -0.136011930364 
730616.375, -1.68042, 0.157233, -1.86642405376, -0.17058520605 
730616.416667, -1.6337, 0.957389, -1.87947448707, -0.197535428513 
730616.458333, -1.65706, 1.49542, -1.88314564258, -0.217038768238 
730616.5, -1.66874, 1.71616, -1.87844506315, -0.229474837288 
730616.541667, -1.64538, 0.902205, -1.86645996437, -0.235397568191 
730616.583333, -1.65706, 0.184825, -1.84835632583, -0.235479606701 
730616.625, -1.65706, -0.68431, -1.82532492696, -0.230507910633 
730616.666667, -1.62201, -1.20855, -1.79857920551, -0.221423160121 
730616.708333, -1.6337, -1.043, -1.76930374346, -0.209149923363 
730616.75, -1.64538, -1.18096, -1.73864008304, -0.194654698834 
730616.791667, -1.66874, -1.09818, -1.70766794656, -0.17892953718 
730616.833333, -1.65706, -1.34651, -1.67736525692, -0.162942938722 
730616.875, -1.64538, -0.435986, -1.64861348484, -0.147595738605 
730616.916667, -1.66874, 0.474536, -1.62217004664, -0.13367231921 
730616.958333, -1.6337, 1.21951, -1.5986574699, -0.121868327729 
730617.0, -1.62201, 1.50922, -1.57856512593, -0.112724170984 
730617.041667, -1.6337, 1.21951, -1.56221531783, -0.106676338957 
730617.083333, -1.65706, 0.778043, -1.54980959077, -0.104033307126 
730617.125, -1.66874, 0.198621, -1.54142468355, -0.104952165176 
730617.166667, -1.66874, -0.587739, -1.53700219659, -0.10946223967 
730617.208333, -1.66874, -1.09818, -1.53636242341, -0.117435865317 
730617.25, -1.65706, -1.23614, -1.53923365134, -0.128622411117 
730617.291667, -1.65706, -1.09818, -1.54522849181, -0.142686687918 
